id,City,State,District,Density,Latitude,Longitude,Rating,Number of Reviews
Hospital #154,Visakhapatnam,Andhra Pradesh,Visakhapatnam,1869.8,17.738409851016772,83.29692207268167,4.8,691
Hospital #155,West Godavari,Andhra Pradesh,West Godavari,817.3,16.745326550664483,81.67832754434282,4.5,1868
Hospital #156,West Godavari,Andhra Pradesh,West Godavari,817.3,16.471953117218145,81.67145293830097,3.4,5
Hospital #157,West Godavari,Andhra Pradesh,West Godavari,817.3,16.49857513265502,81.72244904934254,4.1,8
Hospital #158,West Godavari,Andhra Pradesh,West Godavari,817.3,16.398708386685218,81.71232780849566,2.3,18
Hospital #159,Dibrugarh,Assam,Dibrugarh,393.0,26.19908213905008,91.65079248792232,4.5,105
Hospital #160,Dibrugarh,Assam,Dibrugarh,393.0,26.18821047570896,91.62093075782472,3.5,6
Hospital #161,Guwahati,Assam,Kamrup Metropolitan,2010.0,26.21066729458935,91.67003012258829,4.8,6491
Hospital #162,Guwahati,Assam,Kamrup Metropolitan,2010.0,26.186823692660216,91.73808175382877,4.9,4024
Hospital #163,Guwahati,Assam,Kamrup Metropolitan,2010.0,26.156640988631167,91.75155815231136,4.8,92
Hospital #164,Darbhanga,Bihar,Darbhanga,1721.0,26.1364375,85.9057429,3.5,678
Hospital #165,Hajipur,Bihar,Vaishali,1717.0,25.70958050742617,85.2009555047313,4.9,1528
Hospital #166,Muzffarpur,Bihar,Muzaffarpur,1506.0,26.1168125,85.3946179,4.7,2770
Hospital #167,Patna,Bihar,Patna,1803.0,25.651264228671625,85.11740401088103,3.4,2330
Hospital #168,Patna,Bihar,Patna,1803.0,25.60800313395584,85.12506807597198,4.3,784
Hospital #169,Patna,Bihar,Patna,1803.0,25.60001775474884,85.051507949391,3.8,6543
Hospital #170,Patna,Bihar,Patna,1803.0,25.618793393637056,85.10743281928939,3.0,2
Hospital #171,Patna,Bihar,Patna,1803.0,25.629523827702062,85.04096091904002,4.4,1494
Hospital #172,Patna,Bihar,Patna,1803.0,25.59935025819614,85.19274189410143,4.6,11647
Hospital #173,Patna,Bihar,Patna,1803.0,25.65616876589995,85.08027292060606,3.8,370
Hospital #174,Purnea,Bihar,Purnia,1014.0,25.8744375,87.5344929,3.0,275
Hospital #175,Chandigarh,Chandigarh,Chandigarh,9258.0,30.80163927078445,76.64363555334353,4.1,182
Hospital #176,Chandigarh,Chandigarh,Chandigarh,9258.0,30.72550569848501,76.75911556745258,4.0,579
Hospital #177,Chandigarh,Chandigarh,Chandigarh,9258.0,30.779380676158407,76.82299071677487,4.5,1545
Hospital #178,Chandigarh,Chandigarh,Chandigarh,9258.0,30.61396160724412,76.75036828961157,4.5,136
Hospital #179,Raipur,Chattisgarh,Raipur,750.0,21.21325145169591,81.65521475055532,4.9,24035
Hospital #180,Raipur,Chattisgarh,Raipur,750.0,21.210741356859074,81.54533043439532,4.0,274
Hospital #181,Raipur,Chattisgarh,Raipur,750.0,21.215490852406447,81.65093432591533,4.5,5273
Hospital #182,Raipur,Chattisgarh,Raipur,750.0,21.26248801976624,81.60056314988255,4.6,6846
Hospital #183,Raipur,Chattisgarh,Raipur,750.0,21.2779031237701,81.66731603554014,3.9,1299
Hospital #184,Raipur,Chattisgarh,Raipur,750.0,21.41905372467786,81.50919028065302,2.7,31
Hospital #185,Raipur,Chattisgarh,Raipur,750.0,21.234589327638083,81.69071685926106,4.1,330
Hospital #186,Raipur,Chattisgarh,Raipur,750.0,21.284302850340104,81.61279642517285,4.3,88
Hospital #187,Raipur,Chattisgarh,Raipur,750.0,21.19676655186796,81.66533709458284,4.1,229
Hospital #188,Raipur,Chattisgarh,Raipur,750.0,21.26590295533341,81.6782474554257,3.8,165
Hospital #189,Delhi,Delhi,New Delhi,4057.0,28.790933312253188,77.14442236177933,3.7,489
Hospital #190,Delhi,Delhi,New Delhi,4057.0,28.71522855170108,77.43162927957947,3.9,335
Hospital #191,Delhi,Delhi,New Delhi,4057.0,28.651854254689,77.08379422695073,4.4,2043
Hospital #192,Delhi,Delhi,New Delhi,4057.0,28.688444739054816,77.73664302480475,2.6,42
Hospital #193,Delhi,Delhi,New Delhi,4057.0,28.5232793453882,76.90563919257798,3.2,271
Hospital #194,Delhi,Delhi,New Delhi,4057.0,28.625510323391005,77.28359062470314,4.7,1623
Hospital #195,Delhi,Delhi,New Delhi,4057.0,28.77421542802284,76.90470995411724,3.4,120
Hospital #196,Delhi,Delhi,New Delhi,4057.0,28.609371505341933,77.30262011749709,4.4,3326
Hospital #197,Delhi,Delhi,New Delhi,4057.0,28.571286497595167,77.43245197607118,3.5,157
Hospital #198,Delhi,Delhi,New Delhi,4057.0,28.690934451046395,77.29741870136675,4.3,872
Hospital #199,Delhi,Delhi,New Delhi,4057.0,28.579772484025654,77.08999198581591,3.6,338
Hospital #200,Delhi,Delhi,New Delhi,4057.0,28.65225981324117,77.30133685614393,3.7,507
Hospital #201,Delhi,Delhi,New Delhi,4057.0,28.56660558648315,77.2347591379503,4.5,604
Hospital #202,Delhi,Delhi,New Delhi,4057.0,28.62709941906927,77.04961961251081,4.3,18742
Hospital #203,Delhi,Delhi,New Delhi,4057.0,28.76211836038204,76.61106018408562,4.2,28
Hospital #204,Delhi,Delhi,New Delhi,4057.0,29.09771415051557,76.43014766077091,2.9,35
Hospital #205,Delhi,Delhi,New Delhi,4057.0,28.682235800066906,77.02756848488669,3.9,1234
Hospital #206,New Delhi,Delhi,New Delhi,4057.0,28.610319082802462,77.37699761192324,4.2,4368
Hospital #207,New Delhi,Delhi,New Delhi,4057.0,28.62409094238056,77.2817063702805,4.4,1458
Hospital #208,New Delhi,Delhi,New Delhi,4057.0,28.51101423038541,77.41548596455706,5.0,8
Hospital #209,New Delhi,Delhi,New Delhi,4057.0,28.6705625,77.2136179,1.0,1
Hospital #210,New Delhi,Delhi,New Delhi,4057.0,28.77171425893273,77.12477105879479,3.0,467
Hospital #211,New Delhi,Delhi,New Delhi,4057.0,28.56174476763819,77.2560511990329,4.6,15653
Hospital #212,New Delhi,Delhi,New Delhi,4057.0,28.6029535642664,77.20535564985373,3.8,1172
Hospital #213,New Delhi,Delhi,New Delhi,4057.0,28.62202997741961,77.10647074901047,4.2,1487
Hospital #214,New Delhi,Delhi,New Delhi,4057.0,28.48273534701604,77.25694590846598,3.3,223
Hospital #215,New Delhi,Delhi,New Delhi,4057.0,28.520449124270463,77.15006812993599,4.0,4149
Hospital #216,New Delhi,Delhi,New Delhi,4057.0,28.5619440029579,77.16192865842956,4.6,1341
Hospital #217,New Delhi,Delhi,New Delhi,4057.0,28.558602256531408,77.17823020882084,4.3,1272
Hospital #218,New Delhi,Delhi,New Delhi,4057.0,28.566043295595705,77.12441724098802,4.4,6493
Hospital #219,New Delhi,Delhi,New Delhi,4057.0,28.562971237622747,77.22875672026741,4.5,1574
Hospital #220,New Delhi,Delhi,New Delhi,4057.0,28.65747402509079,77.19470654678,3.5,856
Hospital #221,New Delhi,Delhi,New Delhi,4057.0,28.60665427093445,77.12013684710871,4.0,392
Hospital #222,New Delhi,Delhi,New Delhi,4057.0,28.501063450771547,76.90412689483708,3.6,51
Hospital #223,New Delhi,Delhi,New Delhi,4057.0,28.532471150720376,77.12744969768923,4.0,786
Hospital #224,New Delhi,Delhi,New Delhi,4057.0,28.669801425410565,77.09926144805361,3.9,376
Hospital #225,New Delhi,Delhi,New Delhi,4057.0,28.753698621288304,77.23592942854019,3.9,64
Hospital #226,New Delhi,Delhi,New Delhi,4057.0,28.637651587452904,77.05371624659125,4.4,78
Hospital #227,New Delhi,Delhi,New Delhi,4057.0,28.584070643280924,76.94872444071544,4.1,795
Hospital #228,New Delhi,Delhi,New Delhi,4057.0,28.657788098727394,77.24360218405751,3.6,324
Hospital #229,New Delhi,Delhi,New Delhi,4057.0,28.642076358133792,77.16068175199958,4.6,799
Hospital #230,New Delhi,Delhi,New Delhi,4057.0,28.584784521720564,77.29313796937706,4.1,1397
Hospital #231,New Delhi,Delhi,New Delhi,4057.0,28.75361181231072,77.39097768486222,4.5,71
Hospital #232,New Delhi,Delhi,New Delhi,4057.0,28.6188242559346,77.20334570485026,4.6,888
Hospital #233,New Delhi,Delhi,New Delhi,4057.0,28.49473770623057,77.20397540509052,3.8,225
Hospital #234,New Delhi,Delhi,New Delhi,4057.0,28.5446521188047,77.47685712606109,3.2,121
Hospital #235,New Delhi,Delhi,New Delhi,4057.0,28.90380496809104,77.30497553088762,3.3,158
Hospital #236,New Delhi,Delhi,New Delhi,4057.0,28.6114789803313,77.23902436584754,3.7,1390
Hospital #237,New Delhi,Delhi,New Delhi,4057.0,28.679829005192914,77.08003715753478,3.8,76
Hospital #238,New Delhi,Delhi,New Delhi,4057.0,28.80820609785912,77.106306089281,4.2,68
Hospital #239,New Delhi,Delhi,New Delhi,4057.0,28.63252628305311,77.4076490112678,2.5,8
Hospital #240,New Delhi,Delhi,New Delhi,4057.0,28.46011974269045,77.17301019593019,4.1,229
Hospital #241,New Delhi,Delhi,New Delhi,4057.0,28.39023118720344,77.5978369683939,3.6,39
Hospital #242,New Delhi,Delhi,New Delhi,4057.0,28.63162840811423,77.17266316755742,4.5,1860
Hospital #243,New Delhi,Delhi,New Delhi,4057.0,28.621199826558247,77.17173871569021,3.5,1382
Hospital #244,New Delhi,Delhi,New Delhi,4057.0,28.63447714832153,77.3607022550573,4.5,2080
Hospital #245,New Delhi,Delhi,New Delhi,4057.0,28.59555259096367,77.29434822385993,4.2,78
Hospital #246,New Delhi,Delhi,New Delhi,4057.0,28.520926866946063,77.19668505750244,4.3,1773
Hospital #247,New Delhi,Delhi,New Delhi,4057.0,28.62969684429632,77.03032874291459,4.5,2717
Hospital #248,New Delhi,Delhi,New Delhi,4057.0,28.72052137090948,77.05802641083518,4.1,724
Hospital #249,New Delhi,Delhi,New Delhi,4057.0,28.903426329435383,77.07639944054448,2.5,37
Hospital #250,New Delhi,Delhi,New Delhi,4057.0,28.69119595906665,77.09801520564548,3.9,114
Hospital #251,New Delhi,Delhi,New Delhi,4057.0,28.570021041094336,77.00890399304754,4.1,2330
Hospital #252,New Delhi,Delhi,New Delhi,4057.0,28.56969231504446,77.03598029455155,3.4,179
Hospital #253,New Delhi,Delhi,New Delhi,4057.0,28.78972219079334,76.86833175249282,3.8,139
Hospital #254,New Delhi,Delhi,New Delhi,4057.0,28.66013611336802,77.00749611338779,3.5,389
Hospital #255,New Delhi,Delhi,New Delhi,4057.0,28.57945384744076,77.17088807649522,4.2,384
Hospital #256,New Delhi,Delhi,New Delhi,4057.0,28.70885607161496,77.26782014729582,3.3,690
